Timestamp | Device_ID | Usage (Liters/min) | Status
2026-06-01 07:02:11 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-06-01 07:02:11 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-01 07:02:12 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-06-01 07:02:12 | ICU_WATER_RESERVE | 30 | NORMAL
2026-06-01 07:02:13 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-06-01 07:02:13 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-01 07:02:14 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-06-01 07:02:14 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-06-01 07:02:15 | FACILITY_WATER_MAIN | 23 | NORMAL
2026-06-01 07:02:15 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-01 07:02:16 | FACILITY_WATER_MAIN | 6 | NORMAL
2026-06-01 07:02:16 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-01 07:02:17 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-06-01 07:02:17 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-01 07:02:18 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-06-01 07:02:18 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-01 07:02:19 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-06-01 07:02:19 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-01 07:02:20 | FACILITY_WATER_MAIN | 20 | NORMAL
2026-06-01 07:02:20 | ICU_WATER_RESERVE | 16 | NORMAL
2026-06-01 07:02:21 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-01 07:02:21 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-01 07:02:22 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-06-01 07:02:22 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-01 07:02:23 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-06-01 07:02:23 | ICU_WATER_RESERVE | 29 | NORMAL
2026-06-01 07:02:24 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-06-01 07:02:24 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-01 07:02:25 | FACILITY_WATER_MAIN | 6 | NORMAL
2026-06-01 07:02:25 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-06-01 07:02:26 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-01 07:02:26 | ICU_WATER_RESERVE | 5 | NORMAL
2026-06-01 07:02:27 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-06-01 07:02:27 | ICU_WATER_RESERVE | 25 | NORMAL
2026-06-01 07:02:28 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-01 07:02:28 | ICU_WATER_RESERVE | 27 | NORMAL
2026-06-01 07:02:29 | FACILITY_WATER_MAIN | 5 | NORMAL
2026-06-01 07:02:29 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-06-01 07:02:30 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-06-01 07:02:30 | ICU_WATER_RESERVE | 22 | NORMAL
2026-06-01 07:02:31 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-01 07:02:31 | ICU_WATER_RESERVE | 40 | HIGH_USAGE
2026-06-01 07:02:32 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-01 07:02:32 | ICU_WATER_RESERVE | 32 | NORMAL
2026-06-01 07:02:33 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-06-01 07:02:33 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-01 07:02:34 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-06-01 07:02:34 | ICU_WATER_RESERVE | 16 | NORMAL
2026-06-01 07:02:35 | FACILITY_WATER_MAIN | 45 | HIGH_USAGE
2026-06-01 07:02:35 | ICU_WATER_RESERVE | 29 | NORMAL
2026-06-01 07:02:36 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-06-01 07:02:36 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-01 07:02:37 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-06-01 07:02:37 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-01 07:02:38 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-01 07:02:38 | ICU_WATER_RESERVE | 29 | NORMAL
2026-06-01 07:02:39 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-06-01 07:02:39 | ICU_WATER_RESERVE | 10 | NORMAL
2026-06-01 07:02:40 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-06-01 07:02:40 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-01 07:02:41 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-06-01 07:02:41 | ICU_WATER_RESERVE | 39 | HIGH_USAGE
2026-06-01 07:02:42 | FACILITY_WATER_MAIN | 18 | NORMAL
2026-06-01 07:02:42 | ICU_WATER_RESERVE | 11 | NORMAL
2026-06-01 07:02:43 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-01 07:02:43 | ICU_WATER_RESERVE | 31 | NORMAL
2026-06-01 07:02:44 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-01 07:02:44 | ICU_WATER_RESERVE | 10 | NORMAL
2026-06-01 07:02:45 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-06-01 07:02:45 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-01 07:02:46 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-06-01 07:02:46 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-06-01 07:02:47 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-01 07:02:47 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-01 07:02:48 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-06-01 07:02:48 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-06-01 07:02:49 | FACILITY_WATER_MAIN | 6 | NORMAL
2026-06-01 07:02:49 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-01 07:02:50 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-01 07:02:50 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-01 07:02:51 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-06-01 07:02:51 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-06-01 07:02:52 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-01 07:02:52 | ICU_WATER_RESERVE | 11 | NORMAL
2026-06-01 07:02:53 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-06-01 07:02:53 | ICU_WATER_RESERVE | 37 | HIGH_USAGE
2026-06-01 07:02:54 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-06-01 07:02:54 | ICU_WATER_RESERVE | 30 | NORMAL
2026-06-01 07:02:55 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-01 07:02:55 | ICU_WATER_RESERVE | 5 | NORMAL
2026-06-01 07:02:56 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-06-01 07:02:56 | ICU_WATER_RESERVE | 22 | NORMAL
2026-06-01 07:02:57 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-06-01 07:02:57 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-01 07:02:58 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-06-01 07:02:58 | ICU_WATER_RESERVE | 22 | NORMAL
2026-06-01 07:02:59 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-06-01 07:02:59 | ICU_WATER_RESERVE | 39 | HIGH_USAGE
2026-06-01 07:03:00 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-06-01 07:03:00 | ICU_WATER_RESERVE | 32 | NORMAL
2026-06-01 07:03:01 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-06-01 07:03:01 | ICU_WATER_RESERVE | 32 | NORMAL
2026-06-01 07:03:02 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-06-01 07:03:02 | ICU_WATER_RESERVE | 32 | NORMAL
2026-06-01 07:03:03 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-06-01 07:03:03 | ICU_WATER_RESERVE | 15 | NORMAL
2026-06-01 07:03:04 | FACILITY_WATER_MAIN | 9 | NORMAL
2026-06-01 07:03:04 | ICU_WATER_RESERVE | 21 | NORMAL
2026-06-01 07:03:05 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-01 07:03:05 | ICU_WATER_RESERVE | 11 | NORMAL
2026-06-01 07:03:06 | FACILITY_WATER_MAIN | 41 | HIGH_USAGE
2026-06-01 07:03:06 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-01 07:03:07 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-06-01 07:03:07 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-01 07:03:08 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-06-01 07:03:08 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-01 07:03:09 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-06-01 07:03:09 | ICU_WATER_RESERVE | 23 | NORMAL
2026-06-01 07:03:10 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-06-01 07:03:10 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-01 07:03:11 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-06-01 07:03:11 | ICU_WATER_RESERVE | 12 | NORMAL
2026-06-01 07:03:12 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-06-01 07:03:12 | ICU_WATER_RESERVE | 32 | NORMAL
2026-06-01 07:03:13 | FACILITY_WATER_MAIN | 38 | HIGH_USAGE
2026-06-01 07:03:13 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-06-01 07:03:14 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-06-01 07:03:14 | ICU_WATER_RESERVE | 20 | NORMAL
2026-06-01 07:03:15 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-06-01 07:03:15 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-01 07:03:16 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-01 07:03:16 | ICU_WATER_RESERVE | 12 | NORMAL
2026-06-01 07:03:17 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-01 07:03:17 | ICU_WATER_RESERVE | 43 | HIGH_USAGE
2026-06-01 07:03:18 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-06-01 07:03:18 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-01 07:03:19 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-01 07:03:19 | ICU_WATER_RESERVE | 38 | HIGH_USAGE
2026-06-01 07:03:20 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-01 07:03:20 | ICU_WATER_RESERVE | 32 | NORMAL
2026-06-01 07:03:21 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-06-01 07:03:21 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-06-01 07:03:22 | FACILITY_WATER_MAIN | 30 | NORMAL
2026-06-01 07:03:22 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-01 07:03:23 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-06-01 07:03:23 | ICU_WATER_RESERVE | 24 | NORMAL
2026-06-01 07:03:24 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-06-01 07:03:24 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-01 07:03:25 | FACILITY_WATER_MAIN | 45 | HIGH_USAGE
2026-06-01 07:03:25 | ICU_WATER_RESERVE | 32 | NORMAL
2026-06-01 07:03:26 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-06-01 07:03:26 | ICU_WATER_RESERVE | 25 | NORMAL
2026-06-01 07:03:27 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-06-01 07:03:27 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-01 07:03:28 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-06-01 07:03:28 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-01 07:32:44 | FACILITY_WATER_MAIN | 28 | NORMAL
2026-06-01 07:32:44 | ICU_WATER_RESERVE | 34 | NORMAL
2026-06-01 07:32:45 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-06-01 07:32:45 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-01 07:32:46 | FACILITY_WATER_MAIN | 27 | NORMAL
2026-06-01 07:32:46 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-01 07:32:47 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-01 07:32:47 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-01 07:32:48 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-06-01 07:32:48 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-01 07:32:49 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-01 07:32:49 | ICU_WATER_RESERVE | 42 | HIGH_USAGE
2026-06-01 07:32:50 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-06-01 07:32:50 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-01 07:32:51 | FACILITY_WATER_MAIN | 25 | NORMAL
2026-06-01 07:32:51 | ICU_WATER_RESERVE | 41 | HIGH_USAGE
2026-06-01 07:32:52 | FACILITY_WATER_MAIN | 44 | HIGH_USAGE
2026-06-01 07:32:52 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-01 07:32:53 | FACILITY_WATER_MAIN | 19 | NORMAL
2026-06-01 07:32:53 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-01 07:32:54 | FACILITY_WATER_MAIN | 5 | NORMAL
2026-06-01 07:32:54 | ICU_WATER_RESERVE | 25 | NORMAL
2026-06-01 07:32:55 | FACILITY_WATER_MAIN | 31 | NORMAL
2026-06-01 07:32:55 | ICU_WATER_RESERVE | 39 | HIGH_USAGE
2026-06-01 07:32:56 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-01 07:32:56 | ICU_WATER_RESERVE | 16 | NORMAL
2026-06-01 07:32:57 | FACILITY_WATER_MAIN | 29 | NORMAL
2026-06-01 07:32:57 | ICU_WATER_RESERVE | 29 | NORMAL
2026-06-01 07:32:58 | FACILITY_WATER_MAIN | 33 | NORMAL
2026-06-01 07:32:58 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-03 02:29:33 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-06-03 02:29:33 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-03 02:29:34 | FACILITY_WATER_MAIN | 32 | NORMAL
2026-06-03 02:29:34 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-03 02:29:35 | FACILITY_WATER_MAIN | 14 | NORMAL
2026-06-03 02:29:35 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-03 02:29:36 | FACILITY_WATER_MAIN | 34 | NORMAL
2026-06-03 02:29:36 | ICU_WATER_RESERVE | 26 | NORMAL
2026-06-03 02:29:37 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-06-03 02:29:37 | ICU_WATER_RESERVE | 31 | NORMAL
2026-06-03 02:29:38 | FACILITY_WATER_MAIN | 7 | NORMAL
2026-06-03 02:29:38 | ICU_WATER_RESERVE | 28 | NORMAL
2026-06-03 02:29:39 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-03 02:29:39 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-06-03 02:29:40 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-06-03 02:29:40 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-03 02:29:41 | FACILITY_WATER_MAIN | 36 | HIGH_USAGE
2026-06-03 02:29:41 | ICU_WATER_RESERVE | 13 | NORMAL
2026-06-03 02:29:42 | FACILITY_WATER_MAIN | 8 | NORMAL
2026-06-03 02:29:42 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-03 02:29:43 | FACILITY_WATER_MAIN | 16 | NORMAL
2026-06-03 02:29:43 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-03 02:29:44 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-03 02:29:44 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-03 02:29:45 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-03 02:29:45 | ICU_WATER_RESERVE | 6 | NORMAL
2026-06-03 02:29:46 | FACILITY_WATER_MAIN | 22 | NORMAL
2026-06-03 02:29:46 | ICU_WATER_RESERVE | 16 | NORMAL
2026-06-03 02:29:47 | FACILITY_WATER_MAIN | 21 | NORMAL
2026-06-03 02:29:47 | ICU_WATER_RESERVE | 5 | NORMAL
2026-06-03 02:29:48 | FACILITY_WATER_MAIN | 26 | NORMAL
2026-06-03 02:29:48 | ICU_WATER_RESERVE | 17 | NORMAL
2026-06-03 02:29:49 | FACILITY_WATER_MAIN | 10 | NORMAL
2026-06-03 02:29:49 | ICU_WATER_RESERVE | 14 | NORMAL
2026-06-03 02:29:50 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-06-03 02:29:50 | ICU_WATER_RESERVE | 33 | NORMAL
2026-06-03 02:29:51 | FACILITY_WATER_MAIN | 40 | HIGH_USAGE
2026-06-03 02:29:51 | ICU_WATER_RESERVE | 36 | HIGH_USAGE
2026-06-03 02:29:52 | FACILITY_WATER_MAIN | 35 | NORMAL
2026-06-03 02:29:52 | ICU_WATER_RESERVE | 44 | HIGH_USAGE
2026-06-03 02:29:53 | FACILITY_WATER_MAIN | 6 | NORMAL
2026-06-03 02:29:53 | ICU_WATER_RESERVE | 24 | NORMAL
2026-06-03 02:29:54 | FACILITY_WATER_MAIN | 11 | NORMAL
2026-06-03 02:29:54 | ICU_WATER_RESERVE | 18 | NORMAL
2026-06-03 02:29:55 | FACILITY_WATER_MAIN | 24 | NORMAL
2026-06-03 02:29:55 | ICU_WATER_RESERVE | 8 | NORMAL
2026-06-03 02:29:56 | FACILITY_WATER_MAIN | 43 | HIGH_USAGE
2026-06-03 02:29:56 | ICU_WATER_RESERVE | 31 | NORMAL
2026-06-03 02:29:57 | FACILITY_WATER_MAIN | 15 | NORMAL
2026-06-03 02:29:57 | ICU_WATER_RESERVE | 19 | NORMAL
2026-06-03 02:29:58 | FACILITY_WATER_MAIN | 39 | HIGH_USAGE
2026-06-03 02:29:58 | ICU_WATER_RESERVE | 18 | NORMAL
2026-06-03 02:29:59 | FACILITY_WATER_MAIN | 37 | HIGH_USAGE
2026-06-03 02:29:59 | ICU_WATER_RESERVE | 9 | NORMAL
2026-06-03 02:30:00 | FACILITY_WATER_MAIN | 42 | HIGH_USAGE
2026-06-03 02:30:00 | ICU_WATER_RESERVE | 25 | NORMAL
2026-06-03 02:30:01 | FACILITY_WATER_MAIN | 17 | NORMAL
2026-06-03 02:30:01 | ICU_WATER_RESERVE | 11 | NORMAL
