Timestamp | Device_ID | Temperature (Celsius) | Status
2026-06-01 07:02:14 | WARD_B_TEMP_05 | 39.8 | CRITICAL
2026-06-01 07:02:15 | WARD_B_TEMP_01 | 40.4 | CRITICAL
2026-06-01 07:02:15 | WARD_B_TEMP_02 | 39.4 | CRITICAL
2026-06-01 07:02:15 | WARD_B_TEMP_03 | 40.0 | CRITICAL
2026-06-01 07:02:15 | WARD_B_TEMP_04 | 38.9 | CRITICAL
2026-06-01 07:02:15 | WARD_B_TEMP_05 | 39.0 | CRITICAL
2026-06-01 07:02:16 | WARD_B_TEMP_01 | 39.4 | CRITICAL
2026-06-01 07:02:16 | WARD_B_TEMP_02 | 35.9 | NORMAL
2026-06-01 07:02:16 | WARD_B_TEMP_03 | 34.6 | CRITICAL
2026-06-01 07:02:16 | WARD_B_TEMP_04 | 39.1 | CRITICAL
2026-06-01 07:02:16 | WARD_B_TEMP_05 | 38.4 | CRITICAL
2026-06-01 07:02:17 | WARD_B_TEMP_01 | 40.1 | CRITICAL
2026-06-01 07:02:17 | WARD_B_TEMP_02 | 38.4 | CRITICAL
2026-06-01 07:02:17 | WARD_B_TEMP_03 | 38.5 | CRITICAL
2026-06-01 07:02:17 | WARD_B_TEMP_04 | 35.2 | CRITICAL
2026-06-01 07:02:17 | WARD_B_TEMP_05 | 36.2 | NORMAL
2026-06-01 07:02:18 | WARD_B_TEMP_01 | 39.8 | CRITICAL
2026-06-01 07:02:18 | WARD_B_TEMP_02 | 37.6 | WARNING
2026-06-01 07:02:18 | WARD_B_TEMP_03 | 37.7 | WARNING
2026-06-01 07:02:18 | WARD_B_TEMP_04 | 38.0 | WARNING
2026-06-01 07:02:18 | WARD_B_TEMP_05 | 36.9 | NORMAL
2026-06-01 07:02:19 | WARD_B_TEMP_01 | 39.2 | CRITICAL
2026-06-01 07:02:19 | WARD_B_TEMP_02 | 37.8 | WARNING
2026-06-01 07:02:19 | WARD_B_TEMP_03 | 38.8 | CRITICAL
2026-06-01 07:02:19 | WARD_B_TEMP_04 | 40.2 | CRITICAL
2026-06-01 07:02:19 | WARD_B_TEMP_05 | 39.3 | CRITICAL
2026-06-01 07:02:20 | WARD_B_TEMP_01 | 40.2 | CRITICAL
2026-06-01 07:02:20 | WARD_B_TEMP_02 | 39.2 | CRITICAL
2026-06-01 07:02:20 | WARD_B_TEMP_03 | 38.1 | CRITICAL
2026-06-01 07:02:20 | WARD_B_TEMP_04 | 39.5 | CRITICAL
2026-06-01 07:02:20 | WARD_B_TEMP_05 | 36.8 | NORMAL
2026-06-01 07:02:21 | WARD_B_TEMP_01 | 37.4 | NORMAL
2026-06-01 07:02:21 | WARD_B_TEMP_02 | 36.0 | NORMAL
2026-06-01 07:02:21 | WARD_B_TEMP_03 | 37.7 | WARNING
2026-06-01 07:02:21 | WARD_B_TEMP_04 | 39.5 | CRITICAL
2026-06-01 07:02:21 | WARD_B_TEMP_05 | 38.1 | CRITICAL
2026-06-01 07:02:22 | WARD_B_TEMP_01 | 35.9 | NORMAL
2026-06-01 07:02:22 | WARD_B_TEMP_02 | 39.7 | CRITICAL
2026-06-01 07:02:22 | WARD_B_TEMP_03 | 36.4 | NORMAL
2026-06-01 07:02:22 | WARD_B_TEMP_04 | 36.9 | NORMAL
2026-06-01 07:02:22 | WARD_B_TEMP_05 | 37.7 | WARNING
2026-06-01 07:02:23 | WARD_B_TEMP_01 | 36.5 | NORMAL
2026-06-01 07:02:23 | WARD_B_TEMP_02 | 38.3 | CRITICAL
2026-06-01 07:02:23 | WARD_B_TEMP_03 | 34.5 | CRITICAL
2026-06-01 07:02:23 | WARD_B_TEMP_04 | 34.7 | CRITICAL
2026-06-01 07:02:23 | WARD_B_TEMP_05 | 35.5 | NORMAL
2026-06-01 07:02:24 | WARD_B_TEMP_01 | 35.3 | CRITICAL
2026-06-01 07:02:24 | WARD_B_TEMP_02 | 36.6 | NORMAL
2026-06-01 07:02:24 | WARD_B_TEMP_03 | 35.6 | NORMAL
2026-06-01 07:02:24 | WARD_B_TEMP_04 | 38.8 | CRITICAL
2026-06-01 07:02:24 | WARD_B_TEMP_05 | 40.1 | CRITICAL
2026-06-01 07:02:25 | WARD_B_TEMP_01 | 38.9 | CRITICAL
2026-06-01 07:02:25 | WARD_B_TEMP_02 | 39.4 | CRITICAL
2026-06-01 07:02:25 | WARD_B_TEMP_03 | 39.9 | CRITICAL
2026-06-01 07:02:25 | WARD_B_TEMP_04 | 35.9 | NORMAL
2026-06-01 07:02:25 | WARD_B_TEMP_05 | 37.0 | NORMAL
2026-06-01 07:02:26 | WARD_B_TEMP_01 | 40.0 | CRITICAL
2026-06-01 07:02:26 | WARD_B_TEMP_02 | 40.4 | CRITICAL
2026-06-01 07:02:26 | WARD_B_TEMP_03 | 36.5 | NORMAL
2026-06-01 07:02:26 | WARD_B_TEMP_04 | 37.5 | WARNING
2026-06-01 07:02:26 | WARD_B_TEMP_05 | 34.9 | CRITICAL
2026-06-01 07:02:27 | WARD_B_TEMP_01 | 35.5 | NORMAL
2026-06-01 07:02:27 | WARD_B_TEMP_02 | 36.5 | NORMAL
2026-06-01 07:02:27 | WARD_B_TEMP_03 | 38.3 | CRITICAL
2026-06-01 07:02:27 | WARD_B_TEMP_04 | 40.2 | CRITICAL
2026-06-01 07:02:27 | WARD_B_TEMP_05 | 37.1 | NORMAL
2026-06-01 07:02:28 | WARD_B_TEMP_01 | 39.2 | CRITICAL
2026-06-01 07:02:28 | WARD_B_TEMP_02 | 39.1 | CRITICAL
2026-06-01 07:02:28 | WARD_B_TEMP_03 | 36.2 | NORMAL
2026-06-01 07:02:28 | WARD_B_TEMP_04 | 40.0 | CRITICAL
2026-06-01 07:02:28 | WARD_B_TEMP_05 | 38.1 | CRITICAL
2026-06-01 07:02:29 | WARD_B_TEMP_01 | 38.1 | CRITICAL
2026-06-01 07:02:29 | WARD_B_TEMP_02 | 39.2 | CRITICAL
2026-06-01 07:02:29 | WARD_B_TEMP_03 | 35.3 | CRITICAL
2026-06-01 07:02:29 | WARD_B_TEMP_04 | 40.4 | CRITICAL
2026-06-01 07:02:29 | WARD_B_TEMP_05 | 37.2 | NORMAL
2026-06-01 07:02:30 | WARD_B_TEMP_01 | 36.4 | NORMAL
2026-06-01 07:02:30 | WARD_B_TEMP_02 | 35.6 | NORMAL
2026-06-01 07:02:30 | WARD_B_TEMP_03 | 38.6 | CRITICAL
2026-06-01 07:02:30 | WARD_B_TEMP_04 | 38.5 | CRITICAL
2026-06-01 07:02:30 | WARD_B_TEMP_05 | 40.4 | CRITICAL
2026-06-01 07:02:31 | WARD_B_TEMP_01 | 38.2 | CRITICAL
2026-06-01 07:02:31 | WARD_B_TEMP_02 | 37.7 | WARNING
2026-06-01 07:02:31 | WARD_B_TEMP_03 | 40.5 | CRITICAL
2026-06-01 07:02:31 | WARD_B_TEMP_04 | 38.1 | CRITICAL
2026-06-01 07:02:31 | WARD_B_TEMP_05 | 40.4 | CRITICAL
2026-06-01 07:02:32 | WARD_B_TEMP_01 | 37.5 | WARNING
2026-06-01 07:02:32 | WARD_B_TEMP_02 | 39.5 | CRITICAL
2026-06-01 07:02:32 | WARD_B_TEMP_03 | 36.1 | NORMAL
2026-06-01 07:02:32 | WARD_B_TEMP_04 | 39.7 | CRITICAL
2026-06-01 07:02:32 | WARD_B_TEMP_05 | 39.2 | CRITICAL
2026-06-01 07:02:33 | WARD_B_TEMP_01 | 35.6 | NORMAL
2026-06-01 07:02:33 | WARD_B_TEMP_02 | 36.9 | NORMAL
2026-06-01 07:02:33 | WARD_B_TEMP_03 | 38.2 | CRITICAL
2026-06-01 07:02:33 | WARD_B_TEMP_04 | 36.4 | NORMAL
2026-06-01 07:02:33 | WARD_B_TEMP_05 | 40.3 | CRITICAL
2026-06-01 07:02:34 | WARD_B_TEMP_01 | 38.3 | CRITICAL
2026-06-01 07:02:34 | WARD_B_TEMP_02 | 37.5 | WARNING
2026-06-01 07:02:34 | WARD_B_TEMP_03 | 35.6 | NORMAL
2026-06-01 07:02:34 | WARD_B_TEMP_04 | 36.2 | NORMAL
2026-06-01 07:02:34 | WARD_B_TEMP_05 | 38.1 | CRITICAL
2026-06-01 07:02:35 | WARD_B_TEMP_01 | 39.4 | CRITICAL
2026-06-01 07:02:35 | WARD_B_TEMP_02 | 40.1 | CRITICAL
2026-06-01 07:02:35 | WARD_B_TEMP_03 | 39.4 | CRITICAL
2026-06-01 07:02:35 | WARD_B_TEMP_04 | 35.5 | NORMAL
2026-06-01 07:02:35 | WARD_B_TEMP_05 | 40.5 | CRITICAL
2026-06-01 07:02:36 | WARD_B_TEMP_01 | 34.8 | CRITICAL
2026-06-01 07:02:36 | WARD_B_TEMP_02 | 35.4 | CRITICAL
2026-06-01 07:02:36 | WARD_B_TEMP_03 | 38.9 | CRITICAL
2026-06-01 07:02:36 | WARD_B_TEMP_04 | 38.7 | CRITICAL
2026-06-01 07:02:36 | WARD_B_TEMP_05 | 37.2 | NORMAL
2026-06-01 07:02:37 | WARD_B_TEMP_01 | 38.2 | CRITICAL
2026-06-01 07:02:37 | WARD_B_TEMP_02 | 34.7 | CRITICAL
2026-06-01 07:02:37 | WARD_B_TEMP_03 | 39.9 | CRITICAL
2026-06-01 07:02:37 | WARD_B_TEMP_04 | 36.7 | NORMAL
2026-06-01 07:02:37 | WARD_B_TEMP_05 | 37.6 | WARNING
2026-06-01 07:02:38 | WARD_B_TEMP_01 | 34.9 | CRITICAL
2026-06-01 07:02:38 | WARD_B_TEMP_02 | 38.7 | CRITICAL
2026-06-01 07:02:38 | WARD_B_TEMP_03 | 39.8 | CRITICAL
2026-06-01 07:02:38 | WARD_B_TEMP_04 | 37.0 | NORMAL
2026-06-01 07:02:38 | WARD_B_TEMP_05 | 39.5 | CRITICAL
2026-06-01 07:02:39 | WARD_B_TEMP_01 | 37.6 | WARNING
2026-06-01 07:02:39 | WARD_B_TEMP_02 | 39.8 | CRITICAL
2026-06-01 07:02:39 | WARD_B_TEMP_03 | 39.9 | CRITICAL
2026-06-01 07:02:39 | WARD_B_TEMP_04 | 39.2 | CRITICAL
2026-06-01 07:02:39 | WARD_B_TEMP_05 | 34.6 | CRITICAL
2026-06-01 07:02:40 | WARD_B_TEMP_01 | 39.1 | CRITICAL
2026-06-01 07:02:40 | WARD_B_TEMP_02 | 34.5 | CRITICAL
2026-06-01 07:02:40 | WARD_B_TEMP_03 | 38.8 | CRITICAL
2026-06-01 07:02:40 | WARD_B_TEMP_04 | 36.5 | NORMAL
2026-06-01 07:02:40 | WARD_B_TEMP_05 | 35.3 | CRITICAL
2026-06-01 07:02:41 | WARD_B_TEMP_01 | 39.5 | CRITICAL
2026-06-01 07:02:41 | WARD_B_TEMP_02 | 38.4 | CRITICAL
2026-06-01 07:02:41 | WARD_B_TEMP_03 | 39.3 | CRITICAL
2026-06-01 07:02:41 | WARD_B_TEMP_04 | 35.7 | NORMAL
2026-06-01 07:02:41 | WARD_B_TEMP_05 | 35.8 | NORMAL
2026-06-01 07:02:42 | WARD_B_TEMP_01 | 37.2 | NORMAL
2026-06-01 07:02:42 | WARD_B_TEMP_02 | 37.7 | WARNING
2026-06-01 07:02:42 | WARD_B_TEMP_03 | 35.9 | NORMAL
2026-06-01 07:02:42 | WARD_B_TEMP_04 | 36.1 | NORMAL
2026-06-01 07:02:42 | WARD_B_TEMP_05 | 38.1 | CRITICAL
2026-06-01 07:02:43 | WARD_B_TEMP_01 | 37.2 | NORMAL
2026-06-01 07:02:43 | WARD_B_TEMP_02 | 36.5 | NORMAL
2026-06-01 07:02:43 | WARD_B_TEMP_03 | 36.0 | NORMAL
2026-06-01 07:02:43 | WARD_B_TEMP_04 | 40.1 | CRITICAL
2026-06-01 07:02:43 | WARD_B_TEMP_05 | 39.3 | CRITICAL
2026-06-01 07:02:44 | WARD_B_TEMP_01 | 39.0 | CRITICAL
2026-06-01 07:02:44 | WARD_B_TEMP_02 | 40.4 | CRITICAL
2026-06-01 07:02:44 | WARD_B_TEMP_03 | 36.2 | NORMAL
2026-06-01 07:02:44 | WARD_B_TEMP_04 | 34.7 | CRITICAL
2026-06-01 07:02:44 | WARD_B_TEMP_05 | 35.5 | NORMAL
2026-06-01 07:02:45 | WARD_B_TEMP_01 | 35.5 | NORMAL
2026-06-01 07:02:45 | WARD_B_TEMP_02 | 37.5 | WARNING
2026-06-01 07:02:45 | WARD_B_TEMP_03 | 34.5 | CRITICAL
2026-06-01 07:02:45 | WARD_B_TEMP_04 | 35.6 | NORMAL
2026-06-01 07:02:45 | WARD_B_TEMP_05 | 36.6 | NORMAL
2026-06-01 07:02:46 | WARD_B_TEMP_01 | 36.9 | NORMAL
2026-06-01 07:02:46 | WARD_B_TEMP_02 | 36.4 | NORMAL
2026-06-01 07:02:46 | WARD_B_TEMP_03 | 38.4 | CRITICAL
2026-06-01 07:02:46 | WARD_B_TEMP_04 | 37.5 | WARNING
2026-06-01 07:02:46 | WARD_B_TEMP_05 | 40.4 | CRITICAL
2026-06-01 07:02:47 | WARD_B_TEMP_01 | 38.9 | CRITICAL
2026-06-01 07:02:47 | WARD_B_TEMP_02 | 38.7 | CRITICAL
2026-06-01 07:02:47 | WARD_B_TEMP_03 | 38.5 | CRITICAL
2026-06-01 07:02:47 | WARD_B_TEMP_04 | 35.7 | NORMAL
