Timestamp | Device_ID | Value | Source
2026-06-01 06:57:14 | WARD_A_HR_02 | 46 | Heart Rate
2026-06-01 06:57:14 | WARD_A_HR_03 | 101 | Heart Rate
2026-06-01 06:57:14 | WARD_A_HR_05 | 116 | Heart Rate
2026-06-01 06:57:15 | WARD_A_HR_01 | 138 | Heart Rate
2026-06-01 06:57:15 | WARD_A_HR_02 | 132 | Heart Rate
2026-06-01 06:57:15 | WARD_A_HR_03 | 47 | Heart Rate
2026-06-01 06:57:15 | WARD_A_HR_04 | 55 | Heart Rate
2026-06-01 06:57:15 | WARD_A_HR_05 | 140 | Heart Rate
2026-06-01 06:57:16 | WARD_A_HR_03 | 142 | Heart Rate
2026-06-01 06:57:16 | WARD_A_HR_05 | 122 | Heart Rate
2026-06-01 06:57:17 | WARD_A_HR_01 | 142 | Heart Rate
2026-06-01 06:57:17 | WARD_A_HR_02 | 122 | Heart Rate
2026-06-01 06:57:17 | WARD_A_HR_05 | 137 | Heart Rate
2026-06-01 06:57:18 | WARD_A_HR_02 | 59 | Heart Rate
2026-06-01 06:57:18 | WARD_A_HR_03 | 135 | Heart Rate
2026-06-01 06:57:18 | WARD_A_HR_04 | 147 | Heart Rate
2026-06-01 06:57:18 | WARD_A_HR_05 | 106 | Heart Rate
2026-06-01 06:57:19 | WARD_A_HR_02 | 129 | Heart Rate
2026-06-01 06:57:19 | WARD_A_HR_04 | 58 | Heart Rate
2026-06-01 06:57:19 | WARD_A_HR_05 | 120 | Heart Rate
2026-06-01 06:57:20 | WARD_A_HR_01 | 139 | Heart Rate
2026-06-01 06:57:20 | WARD_A_HR_02 | 134 | Heart Rate
2026-06-01 06:57:20 | WARD_A_HR_04 | 140 | Heart Rate
2026-06-01 06:57:21 | WARD_A_HR_01 | 131 | Heart Rate
2026-06-01 06:57:21 | WARD_A_HR_02 | 135 | Heart Rate
2026-06-01 06:57:21 | WARD_A_HR_05 | 140 | Heart Rate
2026-06-01 06:57:22 | WARD_A_HR_01 | 104 | Heart Rate
2026-06-01 06:57:22 | WARD_A_HR_02 | 51 | Heart Rate
2026-06-01 06:57:22 | WARD_A_HR_04 | 135 | Heart Rate
2026-06-01 06:57:22 | WARD_A_HR_05 | 119 | Heart Rate
2026-06-01 06:57:23 | WARD_A_HR_01 | 112 | Heart Rate
2026-06-01 06:57:23 | WARD_A_HR_03 | 114 | Heart Rate
2026-06-01 06:57:23 | WARD_A_HR_04 | 106 | Heart Rate
2026-06-01 06:57:23 | WARD_A_HR_05 | 136 | Heart Rate
2026-06-01 06:57:24 | WARD_A_HR_01 | 114 | Heart Rate
2026-06-01 06:57:24 | WARD_A_HR_04 | 124 | Heart Rate
2026-06-01 06:57:24 | WARD_A_HR_05 | 54 | Heart Rate
2026-06-01 07:02:03 | WARD_A_HR_03 | 101 | Heart Rate
2026-06-01 07:02:03 | WARD_A_HR_04 | 147 | Heart Rate
2026-06-01 07:02:04 | WARD_A_HR_01 | 141 | Heart Rate
2026-06-01 07:02:04 | WARD_A_HR_02 | 126 | Heart Rate
2026-06-01 07:02:04 | WARD_A_HR_04 | 145 | Heart Rate
2026-06-01 07:02:05 | WARD_A_HR_01 | 113 | Heart Rate
2026-06-01 07:02:05 | WARD_A_HR_03 | 54 | Heart Rate
2026-06-01 07:02:06 | WARD_A_HR_02 | 130 | Heart Rate
2026-06-01 07:02:06 | WARD_A_HR_03 | 113 | Heart Rate
2026-06-01 07:02:06 | WARD_A_HR_05 | 51 | Heart Rate
2026-06-01 07:02:07 | WARD_A_HR_01 | 102 | Heart Rate
2026-06-01 07:02:07 | WARD_A_HR_02 | 141 | Heart Rate
2026-06-01 07:02:07 | WARD_A_HR_04 | 104 | Heart Rate
2026-06-01 07:02:07 | WARD_A_HR_05 | 120 | Heart Rate
2026-06-01 07:02:08 | WARD_A_HR_03 | 147 | Heart Rate
2026-06-01 07:02:08 | WARD_A_HR_04 | 128 | Heart Rate
2026-06-01 07:02:08 | WARD_A_HR_05 | 116 | Heart Rate
2026-06-01 07:02:09 | WARD_A_HR_01 | 54 | Heart Rate
2026-06-01 07:02:09 | WARD_A_HR_02 | 102 | Heart Rate
2026-06-01 07:02:09 | WARD_A_HR_03 | 133 | Heart Rate
2026-06-01 07:02:09 | WARD_A_HR_04 | 115 | Heart Rate
2026-06-01 07:02:09 | WARD_A_HR_05 | 114 | Heart Rate
2026-06-01 07:02:10 | WARD_A_HR_01 | 56 | Heart Rate
2026-06-01 07:02:10 | WARD_A_HR_02 | 129 | Heart Rate
2026-06-01 07:02:11 | WARD_A_HR_02 | 140 | Heart Rate
2026-06-01 07:02:11 | WARD_A_HR_03 | 109 | Heart Rate
2026-06-01 07:02:11 | WARD_A_HR_04 | 137 | Heart Rate
2026-06-01 07:02:11 | WARD_A_HR_05 | 138 | Heart Rate
2026-06-01 07:02:12 | WARD_A_HR_01 | 58 | Heart Rate
2026-06-01 07:02:12 | WARD_A_HR_02 | 101 | Heart Rate
2026-06-01 07:02:12 | WARD_A_HR_03 | 101 | Heart Rate
2026-06-01 07:02:12 | WARD_A_HR_04 | 119 | Heart Rate
2026-06-01 07:02:13 | WARD_A_HR_02 | 110 | Heart Rate
2026-06-01 07:02:13 | WARD_A_HR_03 | 132 | Heart Rate
2026-06-01 07:02:13 | WARD_A_HR_04 | 102 | Heart Rate
2026-06-01 07:02:13 | WARD_A_HR_05 | 141 | Heart Rate
2026-06-01 07:02:14 | WARD_A_HR_01 | 111 | Heart Rate
2026-06-01 07:02:14 | WARD_A_HR_03 | 121 | Heart Rate
2026-06-01 07:02:14 | WARD_A_HR_04 | 49 | Heart Rate
2026-06-01 07:02:14 | WARD_A_HR_05 | 51 | Heart Rate
2026-06-01 07:02:15 | WARD_A_HR_02 | 57 | Heart Rate
2026-06-01 07:02:15 | WARD_A_HR_03 | 115 | Heart Rate
2026-06-01 07:02:15 | WARD_A_HR_04 | 126 | Heart Rate
2026-06-01 07:02:16 | WARD_A_HR_01 | 114 | Heart Rate
2026-06-01 07:02:16 | WARD_A_HR_02 | 58 | Heart Rate
2026-06-01 07:02:16 | WARD_A_HR_03 | 147 | Heart Rate
2026-06-01 07:02:17 | WARD_A_HR_01 | 125 | Heart Rate
2026-06-01 07:02:17 | WARD_A_HR_02 | 126 | Heart Rate
2026-06-01 07:02:17 | WARD_A_HR_03 | 143 | Heart Rate
2026-06-01 07:02:17 | WARD_A_HR_04 | 56 | Heart Rate
2026-06-01 07:02:17 | WARD_A_HR_05 | 130 | Heart Rate
2026-06-01 07:02:18 | WARD_A_HR_01 | 52 | Heart Rate
2026-06-01 07:02:18 | WARD_A_HR_02 | 145 | Heart Rate
2026-06-01 07:02:18 | WARD_A_HR_03 | 137 | Heart Rate
2026-06-01 07:02:18 | WARD_A_HR_04 | 114 | Heart Rate
2026-06-01 07:02:18 | WARD_A_HR_05 | 140 | Heart Rate
2026-06-01 07:02:19 | WARD_A_HR_02 | 150 | Heart Rate
2026-06-01 07:02:19 | WARD_A_HR_03 | 47 | Heart Rate
2026-06-01 07:02:19 | WARD_A_HR_05 | 124 | Heart Rate
2026-06-01 07:02:20 | WARD_A_HR_01 | 55 | Heart Rate
2026-06-01 07:02:20 | WARD_A_HR_02 | 129 | Heart Rate
2026-06-01 07:02:20 | WARD_A_HR_03 | 122 | Heart Rate
2026-06-01 07:02:20 | WARD_A_HR_04 | 132 | Heart Rate
2026-06-01 07:02:20 | WARD_A_HR_05 | 56 | Heart Rate
2026-06-01 07:02:21 | WARD_A_HR_01 | 126 | Heart Rate
2026-06-01 07:02:21 | WARD_A_HR_02 | 45 | Heart Rate
2026-06-01 07:02:21 | WARD_A_HR_04 | 121 | Heart Rate
2026-06-01 07:02:21 | WARD_A_HR_05 | 109 | Heart Rate
2026-06-01 07:02:22 | WARD_A_HR_01 | 126 | Heart Rate
2026-06-01 07:02:22 | WARD_A_HR_03 | 104 | Heart Rate
2026-06-01 07:02:22 | WARD_A_HR_04 | 140 | Heart Rate
2026-06-01 07:02:23 | WARD_A_HR_02 | 142 | Heart Rate
2026-06-01 07:02:23 | WARD_A_HR_03 | 58 | Heart Rate
2026-06-01 07:02:23 | WARD_A_HR_05 | 105 | Heart Rate
2026-06-01 07:02:24 | WARD_A_HR_03 | 101 | Heart Rate
2026-06-01 07:02:24 | WARD_A_HR_04 | 108 | Heart Rate
2026-06-01 07:02:25 | WARD_A_HR_03 | 137 | Heart Rate
2026-06-01 07:02:25 | WARD_A_HR_04 | 56 | Heart Rate
2026-06-01 07:02:25 | WARD_A_HR_05 | 127 | Heart Rate
2026-06-01 07:02:26 | WARD_A_HR_01 | 116 | Heart Rate
2026-06-01 07:02:26 | WARD_A_HR_02 | 140 | Heart Rate
2026-06-01 07:02:26 | WARD_A_HR_04 | 136 | Heart Rate
2026-06-01 07:02:26 | WARD_A_HR_05 | 54 | Heart Rate
2026-06-01 07:02:27 | WARD_A_HR_01 | 124 | Heart Rate
2026-06-01 07:02:27 | WARD_A_HR_02 | 47 | Heart Rate
2026-06-01 07:02:27 | WARD_A_HR_05 | 124 | Heart Rate
2026-06-01 07:02:28 | WARD_A_HR_02 | 113 | Heart Rate
2026-06-01 07:02:28 | WARD_A_HR_04 | 119 | Heart Rate
2026-06-01 07:02:28 | WARD_A_HR_05 | 131 | Heart Rate
2026-06-01 07:02:29 | WARD_A_HR_01 | 147 | Heart Rate
2026-06-01 07:02:29 | WARD_A_HR_03 | 148 | Heart Rate
2026-06-01 07:02:29 | WARD_A_HR_05 | 145 | Heart Rate
2026-06-01 07:02:30 | WARD_A_HR_03 | 122 | Heart Rate
2026-06-01 07:02:30 | WARD_A_HR_04 | 105 | Heart Rate
2026-06-01 07:02:31 | WARD_A_HR_01 | 47 | Heart Rate
2026-06-01 07:02:31 | WARD_A_HR_02 | 117 | Heart Rate
2026-06-01 07:02:31 | WARD_A_HR_03 | 109 | Heart Rate
2026-06-01 07:02:32 | WARD_A_HR_01 | 48 | Heart Rate
2026-06-01 07:02:32 | WARD_A_HR_03 | 137 | Heart Rate
2026-06-01 07:02:33 | WARD_A_HR_01 | 48 | Heart Rate
2026-06-01 07:02:33 | WARD_A_HR_02 | 136 | Heart Rate
2026-06-01 07:02:33 | WARD_A_HR_04 | 120 | Heart Rate
2026-06-01 07:02:34 | WARD_A_HR_02 | 130 | Heart Rate
2026-06-01 07:02:34 | WARD_A_HR_03 | 132 | Heart Rate
2026-06-01 07:02:34 | WARD_A_HR_04 | 147 | Heart Rate
2026-06-01 07:02:34 | WARD_A_HR_05 | 125 | Heart Rate
2026-06-01 07:02:35 | WARD_A_HR_01 | 48 | Heart Rate
2026-06-01 07:02:35 | WARD_A_HR_03 | 131 | Heart Rate
2026-06-01 07:02:35 | WARD_A_HR_04 | 120 | Heart Rate
2026-06-01 07:02:36 | WARD_A_HR_01 | 116 | Heart Rate
2026-06-01 07:02:36 | WARD_A_HR_03 | 149 | Heart Rate
2026-06-01 07:02:36 | WARD_A_HR_04 | 108 | Heart Rate
2026-06-01 07:02:37 | WARD_A_HR_01 | 49 | Heart Rate
2026-06-01 07:02:37 | WARD_A_HR_04 | 134 | Heart Rate
2026-06-01 07:02:37 | WARD_A_HR_05 | 128 | Heart Rate
2026-06-01 07:02:38 | WARD_A_HR_02 | 118 | Heart Rate
2026-06-01 07:02:38 | WARD_A_HR_04 | 120 | Heart Rate
2026-06-01 07:02:38 | WARD_A_HR_05 | 110 | Heart Rate
2026-06-01 07:02:39 | WARD_A_HR_01 | 132 | Heart Rate
2026-06-01 07:02:39 | WARD_A_HR_02 | 51 | Heart Rate
2026-06-01 07:02:39 | WARD_A_HR_03 | 148 | Heart Rate
2026-06-01 07:02:39 | WARD_A_HR_04 | 139 | Heart Rate
2026-06-01 07:02:39 | WARD_A_HR_05 | 140 | Heart Rate
2026-06-01 07:02:40 | WARD_A_HR_01 | 106 | Heart Rate
2026-06-01 07:02:40 | WARD_A_HR_02 | 142 | Heart Rate
2026-06-01 07:02:40 | WARD_A_HR_03 | 116 | Heart Rate
2026-06-01 07:02:40 | WARD_A_HR_05 | 105 | Heart Rate
2026-06-01 07:02:41 | WARD_A_HR_02 | 113 | Heart Rate
2026-06-01 07:02:41 | WARD_A_HR_03 | 106 | Heart Rate
2026-06-01 07:02:41 | WARD_A_HR_04 | 136 | Heart Rate
2026-06-01 07:02:43 | WARD_A_HR_01 | 132 | Heart Rate
2026-06-01 07:02:43 | WARD_A_HR_03 | 104 | Heart Rate
2026-06-01 07:02:43 | WARD_A_HR_04 | 48 | Heart Rate
2026-06-01 07:02:44 | WARD_A_HR_01 | 150 | Heart Rate
2026-06-01 07:02:44 | WARD_A_HR_02 | 150 | Heart Rate
2026-06-01 07:02:44 | WARD_A_HR_05 | 114 | Heart Rate
2026-06-01 07:02:45 | WARD_A_HR_01 | 56 | Heart Rate
2026-06-01 07:02:45 | WARD_A_HR_02 | 144 | Heart Rate
2026-06-01 07:02:45 | WARD_A_HR_03 | 137 | Heart Rate
2026-06-01 07:02:45 | WARD_A_HR_04 | 109 | Heart Rate
2026-06-01 07:02:46 | WARD_A_HR_01 | 59 | Heart Rate
2026-06-01 07:02:46 | WARD_A_HR_02 | 144 | Heart Rate
2026-06-01 07:02:46 | WARD_A_HR_03 | 55 | Heart Rate
2026-06-01 07:02:46 | WARD_A_HR_04 | 48 | Heart Rate
2026-06-01 07:02:47 | WARD_A_HR_03 | 54 | Heart Rate
2026-06-01 07:02:48 | WARD_A_HR_01 | 57 | Heart Rate
2026-06-01 07:02:48 | WARD_A_HR_03 | 146 | Heart Rate
2026-06-01 07:02:48 | WARD_A_HR_04 | 132 | Heart Rate
2026-06-01 07:02:48 | WARD_A_HR_05 | 139 | Heart Rate
2026-06-01 07:02:49 | WARD_A_HR_04 | 108 | Heart Rate
2026-06-01 07:02:49 | WARD_A_HR_05 | 110 | Heart Rate
2026-06-01 07:02:50 | WARD_A_HR_02 | 103 | Heart Rate
2026-06-01 07:02:50 | WARD_A_HR_03 | 53 | Heart Rate
2026-06-01 07:02:50 | WARD_A_HR_04 | 108 | Heart Rate
2026-06-01 07:02:50 | WARD_A_HR_05 | 114 | Heart Rate
2026-06-01 07:02:51 | WARD_A_HR_01 | 117 | Heart Rate
2026-06-01 07:02:51 | WARD_A_HR_02 | 120 | Heart Rate
2026-06-01 07:02:51 | WARD_A_HR_03 | 115 | Heart Rate
2026-06-01 07:02:51 | WARD_A_HR_04 | 150 | Heart Rate
2026-06-01 07:02:51 | WARD_A_HR_05 | 130 | Heart Rate
2026-06-01 07:02:52 | WARD_A_HR_01 | 109 | Heart Rate
2026-06-01 07:02:52 | WARD_A_HR_03 | 103 | Heart Rate
2026-06-01 07:02:53 | WARD_A_HR_05 | 136 | Heart Rate
2026-06-01 07:02:54 | WARD_A_HR_01 | 102 | Heart Rate
2026-06-01 07:02:54 | WARD_A_HR_02 | 140 | Heart Rate
2026-06-01 07:02:55 | WARD_A_HR_02 | 110 | Heart Rate
2026-06-01 07:02:55 | WARD_A_HR_04 | 104 | Heart Rate
2026-06-01 07:02:55 | WARD_A_HR_05 | 101 | Heart Rate
2026-06-01 07:02:56 | WARD_A_HR_02 | 107 | Heart Rate
2026-06-01 07:02:56 | WARD_A_HR_03 | 136 | Heart Rate
2026-06-01 07:02:56 | WARD_A_HR_04 | 136 | Heart Rate
2026-06-01 07:02:56 | WARD_A_HR_05 | 147 | Heart Rate
2026-06-01 07:02:57 | WARD_A_HR_02 | 56 | Heart Rate
2026-06-01 07:02:57 | WARD_A_HR_03 | 126 | Heart Rate
2026-06-01 07:02:57 | WARD_A_HR_04 | 107 | Heart Rate
2026-06-01 07:02:58 | WARD_A_HR_01 | 110 | Heart Rate
2026-06-01 07:02:58 | WARD_A_HR_02 | 136 | Heart Rate
2026-06-01 07:02:58 | WARD_A_HR_03 | 141 | Heart Rate
2026-06-01 07:02:58 | WARD_A_HR_04 | 127 | Heart Rate
2026-06-01 07:02:58 | WARD_A_HR_05 | 127 | Heart Rate
2026-06-01 07:02:59 | WARD_A_HR_01 | 149 | Heart Rate
2026-06-01 07:02:59 | WARD_A_HR_02 | 58 | Heart Rate
2026-06-01 07:02:59 | WARD_A_HR_05 | 101 | Heart Rate
2026-06-01 07:03:00 | WARD_A_HR_01 | 110 | Heart Rate
2026-06-01 07:03:00 | WARD_A_HR_02 | 120 | Heart Rate
2026-06-01 07:03:00 | WARD_A_HR_04 | 52 | Heart Rate
2026-06-01 07:03:01 | WARD_A_HR_01 | 138 | Heart Rate
2026-06-01 07:03:01 | WARD_A_HR_02 | 107 | Heart Rate
2026-06-01 07:03:01 | WARD_A_HR_03 | 148 | Heart Rate
2026-06-01 07:03:01 | WARD_A_HR_04 | 141 | Heart Rate
2026-06-01 07:03:01 | WARD_A_HR_05 | 102 | Heart Rate
2026-06-01 07:03:02 | WARD_A_HR_02 | 123 | Heart Rate
2026-06-01 07:03:02 | WARD_A_HR_03 | 46 | Heart Rate
2026-06-01 07:03:02 | WARD_A_HR_04 | 113 | Heart Rate
2026-06-01 07:03:02 | WARD_A_HR_05 | 133 | Heart Rate
2026-06-01 07:03:03 | WARD_A_HR_01 | 53 | Heart Rate
2026-06-01 07:03:03 | WARD_A_HR_02 | 111 | Heart Rate
2026-06-01 07:03:03 | WARD_A_HR_05 | 52 | Heart Rate
2026-06-01 07:03:04 | WARD_A_HR_01 | 59 | Heart Rate
2026-06-01 07:03:04 | WARD_A_HR_02 | 51 | Heart Rate
2026-06-01 07:03:04 | WARD_A_HR_03 | 111 | Heart Rate
2026-06-01 07:03:04 | WARD_A_HR_05 | 49 | Heart Rate
2026-06-01 07:03:05 | WARD_A_HR_02 | 129 | Heart Rate
2026-06-01 07:03:05 | WARD_A_HR_03 | 107 | Heart Rate
2026-06-01 07:03:05 | WARD_A_HR_04 | 146 | Heart Rate
2026-06-01 07:03:06 | WARD_A_HR_01 | 121 | Heart Rate
2026-06-01 07:03:06 | WARD_A_HR_02 | 120 | Heart Rate
2026-06-01 07:03:06 | WARD_A_HR_05 | 142 | Heart Rate
2026-06-01 07:03:07 | WARD_A_HR_01 | 139 | Heart Rate
2026-06-01 07:03:07 | WARD_A_HR_03 | 53 | Heart Rate
2026-06-01 07:03:07 | WARD_A_HR_04 | 119 | Heart Rate
2026-06-01 07:03:07 | WARD_A_HR_05 | 125 | Heart Rate
2026-06-01 07:03:08 | WARD_A_HR_01 | 116 | Heart Rate
2026-06-01 07:03:08 | WARD_A_HR_02 | 102 | Heart Rate
2026-06-01 07:03:08 | WARD_A_HR_03 | 122 | Heart Rate
2026-06-01 07:03:08 | WARD_A_HR_04 | 136 | Heart Rate
2026-06-01 07:03:09 | WARD_A_HR_01 | 50 | Heart Rate
2026-06-01 07:03:09 | WARD_A_HR_04 | 45 | Heart Rate
2026-06-01 07:03:09 | WARD_A_HR_05 | 107 | Heart Rate
2026-06-01 07:03:10 | WARD_A_HR_05 | 53 | Heart Rate
2026-06-01 07:03:11 | WARD_A_HR_01 | 122 | Heart Rate
2026-06-01 07:03:11 | WARD_A_HR_02 | 139 | Heart Rate
2026-06-01 07:03:11 | WARD_A_HR_03 | 140 | Heart Rate
2026-06-01 07:03:11 | WARD_A_HR_05 | 130 | Heart Rate
2026-06-01 07:03:12 | WARD_A_HR_02 | 144 | Heart Rate
2026-06-01 07:03:12 | WARD_A_HR_03 | 123 | Heart Rate
2026-06-01 07:03:12 | WARD_A_HR_04 | 142 | Heart Rate
2026-06-01 07:03:13 | WARD_A_HR_02 | 116 | Heart Rate
2026-06-01 07:03:13 | WARD_A_HR_03 | 105 | Heart Rate
2026-06-01 07:03:13 | WARD_A_HR_04 | 136 | Heart Rate
2026-06-01 07:03:14 | WARD_A_HR_01 | 59 | Heart Rate
2026-06-01 07:03:14 | WARD_A_HR_03 | 106 | Heart Rate
2026-06-01 07:03:14 | WARD_A_HR_04 | 144 | Heart Rate
2026-06-01 07:03:14 | WARD_A_HR_05 | 125 | Heart Rate
2026-06-01 07:03:15 | WARD_A_HR_01 | 122 | Heart Rate
2026-06-01 07:03:15 | WARD_A_HR_02 | 125 | Heart Rate
2026-06-01 07:03:15 | WARD_A_HR_03 | 142 | Heart Rate
2026-06-01 07:03:15 | WARD_A_HR_04 | 145 | Heart Rate
2026-06-01 07:03:15 | WARD_A_HR_05 | 149 | Heart Rate
2026-06-01 07:03:16 | WARD_A_HR_01 | 108 | Heart Rate
2026-06-01 07:03:16 | WARD_A_HR_02 | 142 | Heart Rate
2026-06-01 07:03:16 | WARD_A_HR_03 | 58 | Heart Rate
2026-06-01 07:03:16 | WARD_A_HR_04 | 53 | Heart Rate
2026-06-01 07:03:16 | WARD_A_HR_05 | 120 | Heart Rate
2026-06-01 07:03:17 | WARD_A_HR_01 | 51 | Heart Rate
2026-06-01 07:03:17 | WARD_A_HR_02 | 108 | Heart Rate
2026-06-01 07:03:17 | WARD_A_HR_05 | 131 | Heart Rate
2026-06-01 07:03:18 | WARD_A_HR_01 | 115 | Heart Rate
2026-06-01 07:03:18 | WARD_A_HR_02 | 52 | Heart Rate
2026-06-01 07:03:18 | WARD_A_HR_04 | 102 | Heart Rate
2026-06-01 07:03:18 | WARD_A_HR_05 | 127 | Heart Rate
2026-06-01 07:03:19 | WARD_A_HR_02 | 45 | Heart Rate
2026-06-01 07:03:19 | WARD_A_HR_03 | 129 | Heart Rate
2026-06-01 07:03:19 | WARD_A_HR_04 | 124 | Heart Rate
2026-06-01 07:03:19 | WARD_A_HR_05 | 148 | Heart Rate
2026-06-01 07:03:20 | WARD_A_HR_04 | 103 | Heart Rate
2026-06-01 07:03:20 | WARD_A_HR_05 | 111 | Heart Rate
2026-06-01 07:03:21 | WARD_A_HR_01 | 114 | Heart Rate
2026-06-01 07:03:21 | WARD_A_HR_02 | 110 | Heart Rate
2026-06-01 07:03:21 | WARD_A_HR_03 | 114 | Heart Rate
2026-06-01 07:03:21 | WARD_A_HR_04 | 102 | Heart Rate
2026-06-01 07:03:22 | WARD_A_HR_01 | 140 | Heart Rate
2026-06-01 07:03:22 | WARD_A_HR_02 | 118 | Heart Rate
2026-06-01 07:03:22 | WARD_A_HR_03 | 109 | Heart Rate
2026-06-01 07:03:22 | WARD_A_HR_04 | 146 | Heart Rate
2026-06-01 07:03:23 | WARD_A_HR_01 | 47 | Heart Rate
2026-06-01 07:03:23 | WARD_A_HR_02 | 123 | Heart Rate
2026-06-01 07:03:23 | WARD_A_HR_03 | 123 | Heart Rate
2026-06-01 07:03:23 | WARD_A_HR_04 | 142 | Heart Rate
2026-06-01 07:03:23 | WARD_A_HR_05 | 112 | Heart Rate
2026-06-01 07:03:24 | WARD_A_HR_01 | 117 | Heart Rate
2026-06-01 07:03:24 | WARD_A_HR_03 | 122 | Heart Rate
2026-06-01 07:03:24 | WARD_A_HR_05 | 54 | Heart Rate
2026-06-01 07:03:25 | WARD_A_HR_01 | 143 | Heart Rate
2026-06-01 07:03:25 | WARD_A_HR_03 | 52 | Heart Rate
2026-06-01 07:03:25 | WARD_A_HR_05 | 144 | Heart Rate
2026-06-01 07:03:26 | WARD_A_HR_02 | 129 | Heart Rate
2026-06-01 07:03:26 | WARD_A_HR_05 | 140 | Heart Rate
2026-06-01 07:03:27 | WARD_A_HR_04 | 108 | Heart Rate
2026-06-01 07:03:28 | WARD_A_HR_01 | 45 | Heart Rate
2026-06-01 07:03:28 | WARD_A_HR_02 | 48 | Heart Rate
2026-06-01 07:03:28 | WARD_A_HR_05 | 112 | Heart Rate
2026-06-01 07:32:44 | WARD_A_HR_01 | 137 | Heart Rate
2026-06-01 07:32:44 | WARD_A_HR_04 | 132 | Heart Rate
2026-06-01 07:32:44 | WARD_A_HR_05 | 48 | Heart Rate
2026-06-01 07:32:45 | WARD_A_HR_01 | 48 | Heart Rate
2026-06-01 07:32:45 | WARD_A_HR_04 | 123 | Heart Rate
2026-06-01 07:32:46 | WARD_A_HR_02 | 115 | Heart Rate
2026-06-01 07:32:46 | WARD_A_HR_05 | 107 | Heart Rate
2026-06-01 07:32:47 | WARD_A_HR_01 | 108 | Heart Rate
2026-06-01 07:32:47 | WARD_A_HR_02 | 130 | Heart Rate
2026-06-01 07:32:47 | WARD_A_HR_04 | 121 | Heart Rate
2026-06-01 07:32:48 | WARD_A_HR_01 | 116 | Heart Rate
2026-06-01 07:32:48 | WARD_A_HR_03 | 148 | Heart Rate
2026-06-01 07:32:48 | WARD_A_HR_04 | 131 | Heart Rate
2026-06-01 07:32:48 | WARD_A_HR_05 | 53 | Heart Rate
2026-06-01 07:32:49 | WARD_A_HR_02 | 114 | Heart Rate
2026-06-01 07:32:49 | WARD_A_HR_03 | 111 | Heart Rate
2026-06-01 07:32:49 | WARD_A_HR_05 | 127 | Heart Rate
2026-06-01 07:32:50 | WARD_A_HR_04 | 144 | Heart Rate
